1,12.87234,3.62299
2,13.91074,4.694889
3,14.91222,5.696368
4,15.9823,6.766453
5,16.68269,7.500103
6,17.18511,8.036117
7,17.18511,9.204402
8,17.1553,10.23463
9,17.1553,11.24345
10,17.1553,12.15622
11,17.1553,13.26507
12,17.1553,14.33377
13,16.18068,14.33377
14,15.12253,14.33377
15,14.19966,14.33377
16,13.29576,14.33377
17,12.19262,14.70545
18,11.72075,14.70545
19,10.62272,14.70545
20,9.550129,15.74391
21,8.365144,15.74391
22,7.229892,15.74391
23,5.985132,14.46586
24,4.784015,13.29879
25,5.809554,12.30673
26,6.656697,12.30673
27,6.656697,11.29757
28,6.656697,9.293468
29,8.075599,9.293468
30,8.850136,9.618441
31,8.850136,7.513073
32,7.71862,6.38156
33,6.848592,5.578642
34,5.883137,6.75139
